Station Name: PHOENIX PARK
Station Height: 48 M 
Latitude:53.364  ,Longitude: -6.350


date:  -  00 to 00 utc
rain:  -  Precipitation Amount (mm)
maxtp: -  Maximum Air Temperature (C)	  
mintp: -  Minimum  Air Temperature (C)
gmin:  -  09utc Grass Minimum Temperature (C)
soil:  -  Mean 10cm soil temperature (C)
cbl:   -  Mean CBL Pressure (hpa)
ind:   -  Indicator (i)

date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
06-aug-2011,0,17.6,0,10.3,0,7.3,0,11.8,998.5,17.478
07-aug-2011,0,17.6,0,10.1,0,7.2,0,2.0,995.3,17.075
08-aug-2011,0,20.1,0,9.4,0,6.3,0,0.1,1006.3,16.772
09-aug-2011,0,18.1,0,7.6,0,2.2,0,0.0,1018.1,16.560
10-aug-2011,0,18.5,0,13.4,0,11.1,0,3.1,1010.3,16.807
11-aug-2011,0,21.5,0,15.4,0,14.8,0,1.7,1001.7,18.520
12-aug-2011,0,20.5,0,14.2,0,13.5,0,1.0,1000.3,18.570
13-aug-2011,0,18.5,0,13.1,0,10.6,0,0.1,997.1,17.818
14-aug-2011,0,19.1,0,10.6,0,9.7,0,0.2,1002.0,18.198
15-aug-2011,0,18.9,0,9.4,0,4.4,0,7.0,1006.3,16.728
16-aug-2011,0,19.9,0,8.6,0,12.4,0,0.7,1007.2,17.673
17-aug-2011,0,19.1,0,6.2,0,0.9,0,0.0,1012.8,16.375
18-aug-2011,0,17.2,0,7.9,0,3.5,0,7.6,1012.0,15.715
19-aug-2011,0,17.1,0,8.4,0,3.3,0,0.1,1009.0,14.760
20-aug-2011,0,18.7,0,9.4,0,3.7,0,0.0,1006.6,15.210
21-aug-2011,0,20.2,0,10.1,0,7.4,0,0.0,1008.6,16.532
22-aug-2011,0,18.6,0,7.1,0,1.5,0,0.0,1013.7,15.952
23-aug-2011,0,19.1,0,7.3,0,2.0,0,0.0,1008.2,16.335
24-aug-2011,0,18.8,0,9.4,0,5.0,0,0.2,1002.8,16.965
25-aug-2011,0,17.6,0,8.6,0,3.2,0,2.1,999.4,15.487
26-aug-2011,0,19.5,0,7.6,0,2.6,0,0.0,1002.4,16.058
27-aug-2011,0,17.8,0,9.2,0,6.8,0,3.8,1008.0,16.142
28-aug-2011,0,17.6,0,8.5,0,6.4,0,1.4,1012.2,15.660
29-aug-2011,0,16.2,0,5.4,0,0.1,0,0.0,1014.4,14.267
30-aug-2011,0,16.0,0,10.1,0,9.9,0,0.0,1012.6,15.420
31-aug-2011,0,15.9,0,7.2,0,9.9,0,0.0,1010.7,15.587
01-sep-2011,0,19.7,0,6.2,0,1.4,0,0.0,1005.8,15.602
02-sep-2011,0,19.4,0,14.6,0,11.5,0,0.5,1000.3,17.403
03-sep-2011,0,16.9,0,7.4,0,13.5,0,6.3,997.7,16.483
04-sep-2011,0,15.9,0,6.5,0,1.0,0,2.5,996.4,13.140
05-sep-2011,0,16.2,0,8.8,0,5.5,0,4.6,997.2,14.140
06-sep-2011,0,16.5,0,12.1,0,10.5,0,3.8,994.3,15.010
07-sep-2011,0,15.8,0,10.7,0,9.7,0,4.0,1001.5,14.595
08-sep-2011,0,18.8,0,11.7,0,10.6,0,0.2,998.9,15.575
09-sep-2011,0,22.3,0,14.1,0,13.5,0,0.3,996.3,17.522
10-sep-2011,0,20.2,0,13.1,0,15.6,0,0.7,989.5,17.595
11-sep-2011,0,17.0,0,11.9,0,9.2,0,2.5,987.4,15.220
12-sep-2011,0,17.6,0,12.0,0,12.2,0,0.2,989.1,15.497
13-sep-2011,0,15.8,0,9.5,0,6.8,0,0.4,1003.1,14.112
14-sep-2011,0,16.2,0,8.2,0,4.6,0,0.0,1011.1,13.610
15-sep-2011,0,17.1,0,10.4,0,8.6,0,0.0,1012.0,14.660
16-sep-2011,0,18.4,0,10.9,0,7.8,0,8.1,1003.6,15.255
17-sep-2011,0,16.2,0,10.1,0,8.6,0,2.2,996.3,14.425
18-sep-2011,0,15.6,0,10.1,0,7.9,0,1.5,1000.7,13.792
19-sep-2011,0,18.2,0,10.1,0,8.2,0,1.3,1003.7,14.343
20-sep-2011,0,15.0,0,7.0,0,2.1,0,0.0,1007.4,13.253
21-sep-2011,0,16.0,0,9.1,0,4.2,0,1.4,1005.6,12.903
22-sep-2011,0,17.2,0,8.4,0,3.2,0,0.3,1010.6,12.188
23-sep-2011,0,17.5,0,12.1,0,9.9,0,0.0,1006.0,13.823
24-sep-2011,0,18.8,0,10.4,0,5.2,0,0.1,1002.7,14.708
25-sep-2011,0,17.9,0,11.3,0,8.0,0,1.2,1002.7,13.833
26-sep-2011,0,18.2,0,7.2,0,2.4,0,0.0,1010.7,13.355
27-sep-2011,0,20.4,0,12.0,0,7.8,0,0.0,1016.8,14.833
28-sep-2011,0,25.6,0,12.5,0,9.1,0,0.0,1013.5,16.145
29-sep-2011,0,22.4,0,14.9,0,11.1,0,0.0,1011.4,17.308
30-sep-2011,0,21.5,0,14.8,0,12.1,0,15.2,1011.7,16.208
01-oct-2011,0,14.9,0,13.7,0,13.8,0,35.4,1016.0,15.278
02-oct-2011,0,18.8,0,13.9,0,13.8,0,1.3,1014.3,15.827
03-oct-2011,0,21.1,0,8.6,0,11.5,0,0.1,1008.0,15.970
04-oct-2011,0,16.4,0,8.8,0,3.4,0,0.0,1009.5,13.680
05-oct-2011,0,20.8,0,9.3,0,11.8,0,1.5,1002.6,15.127
06-oct-2011,0,13.2,0,6.4,0,3.3,0,1.4,1006.3,11.835
07-oct-2011,0,14.8,0,7.5,0,7.5,0,0.2,1015.9,12.363
08-oct-2011,0,19.5,0,8.6,0,2.7,0,0.2,1016.5,13.818
09-oct-2011,0,17.7,0,15.5,0,14.1,0,0.0,1009.2,15.363
10-oct-2011,0,16.9,0,15.1,0,14.3,0,2.5,1005.7,15.300
11-oct-2011,0,17.0,0,14.8,0,13.4,0,0.6,1009.5,15.333
12-oct-2011,0,19.1,0,12.6,0,11.8,0,0.2,1015.2,15.698
13-oct-2011,0,17.9,0,9.4,0,12.1,0,0.1,1020.7,15.148
14-oct-2011,0,16.3,0,6.7,0,3.8,0,0.2,1019.2,12.995
15-oct-2011,0,15.6,0,9.6,0,11.3,0,1.9,1015.3,13.568
16-oct-2011,0,15.1,0,6.3,0,2.5,0,0.1,1013.0,12.007
17-oct-2011,0,15.0,0,5.1,0,4.3,0,4.6,1002.2,10.648
18-oct-2011,0,12.0,0,4.8,0,2.2,0,0.2,1005.4,8.515
19-oct-2011,0,11.6,0,3.2,0,0.5,0,0.1,1015.7,7.810
20-oct-2011,0,11.5,0,2.5,0,-0.9,0,0.0,1017.5,7.594
21-oct-2011,0,14.2,0,11.1,0,7.5,0,0.0,1009.2,10.515
22-oct-2011,0,13.7,0,8.0,0,8.1,0,2.1,999.8,10.667
23-oct-2011,0,15.4,0,8.0,0,6.1,0,16.7,986.8,10.568
24-oct-2011,0,15.8,0,7.9,0,9.3,0,71.3,980.2,11.717
25-oct-2011,0,12.7,0,5.2,0,2.2,0,4.1,985.8,10.177
26-oct-2011,0,11.7,0,4.7,0,0.0,0,0.0,992.5,8.104
27-oct-2011,0,12.9,0,3.7,0,2.2,0,0.0,1002.8,8.329
28-oct-2011,0,13.4,0,2.1,0,-1.2,0,0.1,1012.0,7.171
29-oct-2011,0,16.5,0,10.6,0,1.2,0,4.4,1005.0,11.057
30-oct-2011,0,17.5,0,10.4,0,5.4,0,0.1,1003.8,11.182
31-oct-2011,0,17.7,0,9.8,0,9.9,0,3.7,998.0,12.457
01-nov-2011,0,13.8,0,5.2,0,1.1,0,0.0,997.5,9.222
02-nov-2011,0,15.0,0,12.9,0,3.3,0,1.6,987.3,11.097
03-nov-2011,0,16.0,0,8.5,0,10.2,0,1.8,979.1,11.660
04-nov-2011,0,13.1,0,2.5,0,1.1,0,0.1,989.4,9.012
05-nov-2011,0,9.9,0,2.2,0,-3.1,0,0.1,1007.3,5.967
06-nov-2011,0,12.3,0,-1.0,0,-5.8,0,0.0,1020.1,4.505
07-nov-2011,0,11.2,0,-1.7,0,-6.5,0,0.0,1016.7,4.311
08-nov-2011,0,11.5,0,10.6,0,-3.4,0,0.6,1006.9,8.318
09-nov-2011,0,15.7,0,9.4,0,8.5,0,0.2,1001.9,10.248
10-nov-2011,0,15.1,0,6.5,0,-0.1,0,0.0,1006.3,8.325
11-nov-2011,0,13.8,0,10.8,0,5.3,0,10.4,1001.6,10.350
12-nov-2011,0,13.9,0,6.2,0,1.5,0,0.2,1011.4,8.935
13-nov-2011,0,15.2,0,12.5,0,6.8,0,0.0,1016.4,10.507
14-nov-2011,0,13.8,0,9.3,0,9.5,0,0.0,1014.2,10.460
15-nov-2011,0,12.7,0,6.8,0,6.0,0,0.0,1010.8,9.705
16-nov-2011,0,11.7,0,8.3,0,0.5,0,9.2,1006.5,8.727
17-nov-2011,0,14.0,0,5.3,0,-0.5,0,1.1,1002.5,8.797
18-nov-2011,0,15.4,0,13.1,0,9.1,0,0.1,1001.2,11.038
19-nov-2011,0,13.6,0,11.6,0,10.1,0,0.0,1005.9,10.815
20-nov-2011,0,13.5,0,9.1,0,4.8,0,0.0,1007.3,10.438
21-nov-2011,0,12.5,0,6.6,0,1.2,0,0.0,1006.8,9.365
22-nov-2011,0,9.9,0,2.3,0,-2.5,0,0.0,1012.3,6.591
23-nov-2011,0,13.2,0,9.6,0,-2.4,0,0.0,1014.0,8.260
24-nov-2011,0,13.2,0,6.8,0,9.0,0,7.8,1009.5,9.920
25-nov-2011,0,8.9,0,5.3,0,1.6,0,0.3,1013.9,7.010
26-nov-2011,0,13.9,0,8.5,0,-0.1,0,0.0,1008.5,8.680
27-nov-2011,0,13.7,0,4.2,0,3.4,0,4.5,1009.3,7.550
28-nov-2011,0,13.8,0,4.8,0,-1.6,0,0.9,1006.2,7.405
29-nov-2011,0,13.5,0,4.2,0,7.8,0,10.0,993.5,8.452
30-nov-2011,0,10.9,0,4.4,0,-0.1,0,5.2,997.8,5.903
01-dec-2011,0,6.8,0,1.6,0,-1.2,0,0.0,997.9,4.841
02-dec-2011,0,10.4,0,1.4,0,-5.0,0,1.8,999.8,3.847
03-dec-2011,0,9.9,0,5.4,0,1.4,0,0.5,995.3,5.803
04-dec-2011,0,5.8,0,0.8,0,1.0,0,1.3,995.5,4.176
05-dec-2011,0,4.6,0,0.8,0,-2.5,0,0.0,999.1,2.319
06-dec-2011,0,7.8,0,1.5,0,-1.9,0,0.9,997.8,2.819
07-dec-2011,0,6.3,0,3.2,0,-0.1,0,0.2,1002.1,3.028
08-dec-2011,0,11.2,0,1.8,0,-1.1,0,3.7,999.1,4.802
09-dec-2011,0,4.6,0,-0.1,0,-2.0,0,0.0,1004.3,2.020
10-dec-2011,0,8.2,0,-0.2,0,-5.7,0,0.1,1004.8,1.640
11-dec-2011,0,8.5,0,2.4,0,-2.6,0,2.6,996.5,4.066
12-dec-2011,0,10.2,0,2.7,0,-1.6,0,3.3,983.6,2.920
13-dec-2011,0,5.8,0,1.1,0,-0.2,0,2.1,974.7,2.751
14-dec-2011,0,5.2,0,1.2,0,-1.5,0,3.2,980.1,1.556
15-dec-2011,0,5.2,0,-1.4,0,-2.9,0,1.4,987.4,1.912
16-dec-2011,0,3.6,0,-1.9,0,-7.5,0,0.1,992.1,1.227
17-dec-2011,0,4.4,0,-0.1,0,-5.9,0,0.1,1007.8,1.105
18-dec-2011,0,3.9,0,-0.4,0,-5.0,0,0.0,1013.2,0.779
19-dec-2011,0,9.1,0,3.4,0,-3.6,0,4.9,1007.6,2.276
20-dec-2011,0,10.6,0,4.9,0,1.5,0,4.2,1009.5,4.278
21-dec-2011,0,12.1,0,10.4,0,4.0,0,0.1,1012.0,7.534
22-dec-2011,0,13.0,0,9.4,0,5.1,0,0.0,1012.8,7.828
23-dec-2011,0,11.9,0,1.7,0,5.3,0,5.2,1013.6,6.633
24-dec-2011,0,10.1,0,2.8,0,-1.3,0,0.6,1017.2,4.856
25-dec-2011,0,13.5,0,10.0,0,4.1,0,0.4,1015.0,8.368
26-dec-2011,0,13.6,0,10.0,0,8.8,0,0.0,1019.2,8.730
27-dec-2011,0,10.9,0,8.8,0,3.9,0,1.6,1014.5,8.347
28-dec-2011,0,9.4,0,3.5,0,3.1,0,1.8,1012.0,6.010
29-dec-2011,0,9.0,0,4.1,0,0.6,0,5.5,1014.8,5.359
30-dec-2011,0,11.9,0,4.7,0,0.0,0,3.5,1008.5,6.224
31-dec-2011,0,13.2,0,9.7,0,6.1,0,0.0,998.3,9.000
01-jan-2012,0,10.3,0,2.7,0,3.9,0,2.0,992.1,6.253
02-jan-2012,0,7.4,0,1.4,0,-2.2,0,3.4,992.1,3.198
03-jan-2012,0,12.0,0,3.1,0,-1.1,0,5.4,991.0,5.215
04-jan-2012,0,10.2,0,3.1,0,-0.2,0,4.1,1002.3,4.257
05-jan-2012,0,10.0,0,4.2,0,3.9,0,6.6,1006.1,5.948
06-jan-2012,0,10.6,0,3.2,0,-0.9,0,2.6,1016.7,5.251
07-jan-2012,0,8.7,0,5.7,0,2.6,0,0.0,1017.2,6.044
08-jan-2012,0,11.7,0,7.0,0,3.0,0,0.0,1020.5,7.261
09-jan-2012,0,10.1,0,5.5,0,5.9,0,0.6,1021.7,7.449
10-jan-2012,0,11.4,0,6.8,0,-0.5,0,0.1,1023.5,7.230
11-jan-2012,0,12.2,0,9.7,0,7.9,0,0.3,1022.6,8.865
12-jan-2012,0,11.2,0,2.4,0,4.5,0,1.1,1022.8,7.967
13-jan-2012,0,6.7,0,-0.7,0,-5.1,0,0.0,1027.0,3.327
14-jan-2012,0,7.3,0,-1.3,0,-6.5,0,0.0,1020.2,2.953
15-jan-2012,0,6.4,0,4.9,0,-2.6,0,0.0,1014.5,4.096
16-jan-2012,0,6.8,0,0.4,0,-5.0,0,0.0,1016.2,3.210
17-jan-2012,0,11.2,0,2.5,0,-4.5,0,0.0,1014.1,4.563
18-jan-2012,0,11.8,0,5.8,0,5.5,0,0.1,1013.5,7.445
19-jan-2012,0,8.1,0,4.0,0,-1.2,0,2.0,1013.3,5.796
20-jan-2012,0,11.2,0,4.4,0,0.9,0,0.1,1012.2,6.224
21-jan-2012,0,10.8,0,5.6,0,6.0,0,0.2,1008.1,7.299
22-jan-2012,0,9.7,0,4.8,0,2.8,0,0.0,1009.1,6.207
23-jan-2012,0,8.2,0,2.0,0,-0.4,0,0.1,1014.0,5.188
24-jan-2012,0,11.8,0,5.3,0,-3.9,0,5.8,1010.2,7.291
25-jan-2012,0,11.9,0,1.6,0,7.0,0,6.3,999.7,8.100
26-jan-2012,0,5.5,0,0.9,0,-4.4,0,2.4,998.4,4.589
27-jan-2012,0,6.6,0,0.9,0,-1.4,0,0.9,1013.7,3.496
28-jan-2012,0,4.8,0,-1.3,0,-6.8,0,0.4,1024.2,2.582
29-jan-2012,0,8.5,0,4.0,0,-3.1,0,23.6,1021.2,5.293
30-jan-2012,0,5.0,0,3.9,0,3.3,0,1.0,1017.2,4.938
31-jan-2012,0,4.6,0,3.2,0,2.3,0,0.1,1020.9,4.121
01-feb-2012,0,4.4,0,-3.5,0,-6.1,0,0.0,1028.9,2.678
02-feb-2012,0,4.2,0,-4.4,0,-10.3,0,0.0,1031.3,1.079
03-feb-2012,0,5.7,0,-5.3,0,-10.4,0,0.0,1030.6,0.445
04-feb-2012,0,9.2,0,1.3,0,-5.4,0,3.9,1022.5,1.878
05-feb-2012,0,7.3,0,2.5,0,-0.3,0,0.1,1023.0,3.323
06-feb-2012,0,9.5,0,4.5,0,2.6,0,0.3,1028.2,5.340
07-feb-2012,0,8.6,0,1.7,0,-2.5,0,0.0,1032.0,4.382
08-feb-2012,0,5.5,0,3.1,0,-3.2,0,0.0,1032.3,3.745
09-feb-2012,0,9.6,0,4.7,0,2.3,0,3.2,1029.2,5.832
10-feb-2012,0,9.6,0,6.7,0,6.8,0,1.3,1026.3,7.445
11-feb-2012,0,9.6,0,5.6,0,4.3,0,1.5,1027.2,7.108
12-feb-2012,0,7.9,0,3.7,0,-1.3,0,0.0,1030.3,6.524
13-feb-2012,0,8.9,0,4.6,0,0.7,0,0.0,1027.9,6.250
14-feb-2012,0,9.4,0,5.1,0,-1.2,0,0.0,1026.9,6.069
15-feb-2012,0,10.2,0,6.8,0,3.6,0,0.0,1026.9,6.961
16-feb-2012,0,10.4,0,6.8,0,5.5,0,0.0,1023.1,7.258
17-feb-2012,0,11.9,0,8.2,0,7.6,0,0.9,1012.6,8.735
18-feb-2012,0,8.4,0,0.9,0,4.2,0,2.6,1006.1,7.378
19-feb-2012,0,7.8,0,-0.2,0,-3.6,0,0.1,1019.2,4.647
20-feb-2012,0,9.5,0,0.2,0,-4.4,0,0.1,1020.3,5.227
21-feb-2012,0,13.2,0,8.9,0,6.3,0,0.0,1014.8,7.945
22-feb-2012,0,14.6,0,10.6,0,8.5,0,1.9,1008.8,9.665
23-feb-2012,0,15.0,0,11.3,0,9.7,0,0.1,1014.5,10.695
24-feb-2012,0,11.9,0,6.4,0,9.4,0,1.8,1020.5,10.495
25-feb-2012,0,9.7,0,2.7,0,-1.7,0,0.0,1023.2,8.064
26-feb-2012,0,12.8,0,6.4,0,4.9,0,0.6,1020.2,9.438
27-feb-2012,0,11.5,0,9.1,0,6.6,0,1.0,1016.0,9.637
28-feb-2012,0,12.1,0,8.8,0,9.1,0,0.0,1017.2,10.128
29-feb-2012,0,13.3,0,8.5,0,7.0,0,0.0,1015.2,9.720
01-mar-2012,0,14.9,0,4.7,0,0.9,0,0.0,1017.8,9.033
02-mar-2012,0,12.3,0,5.6,0,-0.8,0,0.0,1014.2,8.653
03-mar-2012,0,11.9,0,4.1,0,-0.6,0,2.7,1006.7,8.935
04-mar-2012,0,8.5,0,0.3,0,-2.9,0,0.6,1015.5,7.241
05-mar-2012,0,11.0,0,1.0,0,-4.3,0,0.0,1022.3,6.167
06-mar-2012,0,11.8,0,0.4,0,-4.0,0,0.2,1012.7,5.958
07-mar-2012,0,11.8,0,3.7,0,3.7,0,0.3,1009.9,8.231
08-mar-2012,0,13.2,0,3.6,0,-0.6,0,0.0,1020.9,7.098
09-mar-2012,0,13.6,0,9.2,0,4.2,0,0.0,1025.2,9.035
10-mar-2012,0,13.1,0,10.3,0,6.6,0,0.0,1030.9,10.510
11-mar-2012,0,11.1,0,7.8,0,8.4,0,0.0,1032.6,10.512
12-mar-2012,0,13.6,0,8.7,0,8.1,0,0.0,1029.7,11.012
13-mar-2012,0,9.7,0,2.8,0,5.8,0,0.0,1027.8,9.825
14-mar-2012,0,11.3,0,0.1,0,-4.0,0,0.0,1023.4,7.864
15-mar-2012,0,12.4,0,6.5,0,4.4,0,0.0,1015.8,9.675
16-mar-2012,0,11.5,0,6.6,0,8.1,0,6.5,1007.2,9.938
17-mar-2012,0,9.4,0,2.3,0,-1.4,0,12.6,1004.6,7.276
18-mar-2012,0,11.7,0,1.6,0,-1.7,0,4.7,1014.8,7.989
19-mar-2012,0,13.1,0,0.7,0,-4.8,0,0.0,1024.2,7.909
20-mar-2012,0,13.4,0,7.9,0,2.4,0,0.0,1026.2,8.654
21-mar-2012,0,11.6,0,3.5,0,4.9,0,0.0,1026.9,9.505
22-mar-2012,0,12.6,0,2.8,0,-2.6,0,0.0,1022.8,7.937
23-mar-2012,0,13.1,0,7.1,0,1.0,0,0.5,1018.6,9.355
24-mar-2012,0,17.5,0,6.2,0,0.6,0,0.0,1020.8,9.917
25-mar-2012,0,20.7,0,6.6,0,0.9,0,0.0,1025.5,11.320
26-mar-2012,0,16.3,0,2.9,0,-2.0,0,0.0,1029.5,10.680
27-mar-2012,0,18.6,0,2.8,0,-1.7,0,0.0,1030.2,11.055
28-mar-2012,0,19.9,0,1.2,0,-3.0,0,0.0,1028.6,11.450
29-mar-2012,0,18.5,0,3.5,0,-1.0,0,0.0,1026.4,11.845
30-mar-2012,0,12.7,0,8.5,0,2.5,0,0.0,1022.0,11.925
31-mar-2012,0,12.0,0,2.5,0,5.3,0,0.0,1017.8,11.325
01-apr-2012,0,12.8,0,-0.4,0,-3.7,0,0.0,1015.5,9.900
02-apr-2012,0,10.6,0,6.2,0,5.3,0,2.6,1007.1,10.430
03-apr-2012,0,8.3,0,1.9,0,1.9,0,3.0,1003.0,8.592
04-apr-2012,0,8.0,0,1.4,0,0.0,0,0.0,1013.0,6.896
05-apr-2012,0,9.0,0,1.3,0,-2.5,0,0.0,1018.0,8.215
06-apr-2012,0,11.4,0,3.1,0,-1.0,0,0.0,1012.6,9.358
07-apr-2012,0,13.8,0,7.9,0,4.8,0,0.0,1010.1,11.282
08-apr-2012,0,12.6,0,7.4,0,7.2,0,0.0,1004.3,11.427
09-apr-2012,0,11.7,0,4.2,0,6.4,0,9.2,986.6,10.602
10-apr-2012,0,11.3,0,2.1,0,-0.6,0,0.0,982.8,9.484
11-apr-2012,0,13.8,0,1.6,0,-0.9,0,0.0,992.9,9.887
12-apr-2012,0,12.4,0,1.8,0,-1.6,0,0.1,999.5,9.745
13-apr-2012,0,10.3,0,1.7,0,-1.2,0,0.0,1001.2,9.935
14-apr-2012,0,9.5,0,1.9,0,-1.3,0,0.0,1008.4,8.750
15-apr-2012,0,8.7,0,-0.7,0,-5.7,0,0.0,1018.0,7.726
16-apr-2012,0,11.0,0,2.3,0,-3.5,0,1.0,1007.0,8.786
17-apr-2012,0,12.1,0,4.6,0,1.6,0,10.8,983.3,10.200
18-apr-2012,0,11.4,0,3.6,0,4.5,0,6.4,977.8,10.392
19-apr-2012,0,13.0,0,2.2,0,-2.3,0,4.2,984.8,9.294
20-apr-2012,0,11.2,0,3.9,0,0.4,0,2.7,987.8,9.710
21-apr-2012,0,14.1,0,3.4,0,-0.5,0,0.5,992.4,10.958
22-apr-2012,0,13.1,0,4.7,0,-0.0,0,1.9,994.5,11.552
23-apr-2012,0,11.2,0,4.2,0,0.2,0,5.2,992.0,10.312
24-apr-2012,0,11.4,0,3.5,0,-1.2,0,4.1,991.2,9.707
25-apr-2012,0,8.2,0,6.0,0,2.1,0,22.3,981.5,8.300
26-apr-2012,0,9.7,0,6.4,0,6.1,0,6.5,989.6,8.450
27-apr-2012,0,9.5,0,2.8,0,4.5,0,0.2,1007.4,9.068
28-apr-2012,0,10.6,0,2.6,0,-1.6,0,0.0,1015.8,8.628
29-apr-2012,0,7.9,0,4.6,0,0.1,0,12.0,1008.6,7.432
30-apr-2012,0,13.1,0,6.5,0,4.5,0,0.3,1006.8,8.630
01-may-2012,0,10.8,0,8.6,0,7.2,0,22.7,1014.6,9.380
02-may-2012,0,12.0,0,7.0,0,7.0,0,0.0,1016.7,10.960
03-may-2012,0,11.7,0,5.8,0,3.9,0,0.0,1009.3,11.340
04-may-2012,0,10.9,0,5.8,0,2.1,0,0.2,1004.3,10.440
05-may-2012,0,8.8,0,1.8,0,1.0,0,2.3,1007.6,10.365
06-may-2012,0,9.3,0,-1.6,0,-5.5,0,0.0,1008.0,8.856
07-may-2012,0,14.6,0,4.3,0,1.4,0,4.2,1002.5,10.580
08-may-2012,0,13.7,0,4.3,0,-0.4,0,1.9,998.9,11.548
09-may-2012,0,10.7,0,2.3,0,-0.8,0,4.9,998.2,10.238
10-may-2012,0,11.2,0,7.3,0,7.3,0,9.7,999.2,10.967
11-may-2012,0,12.6,0,3.8,0,5.5,0,1.1,1019.2,11.890
12-may-2012,0,15.7,0,2.0,0,-2.4,0,0.0,1032.9,11.842
13-may-2012,0,15.9,0,4.4,0,-0.9,0,0.1,1020.4,11.852
14-may-2012,0,13.8,0,4.4,0,-0.6,0,1.1,1008.6,12.830
15-may-2012,0,13.5,0,1.8,0,-0.5,0,0.3,1015.4,12.287
16-may-2012,0,11.6,0,1.5,0,-2.8,0,0.8,1018.4,11.648
17-may-2012,0,11.7,0,6.4,0,6.8,0,1.4,1010.2,11.472
18-may-2012,0,12.2,0,7.5,0,5.6,0,2.9,1003.8,11.390
19-may-2012,0,10.6,0,4.3,0,7.6,0,1.0,1006.5,10.430
20-may-2012,0,13.6,0,5.5,0,0.1,0,0.0,1007.2,11.788
21-may-2012,0,16.3,0,7.8,0,4.6,0,0.0,1006.7,14.602
22-may-2012,0,19.5,0,6.3,0,2.1,0,0.0,1012.0,15.767
23-may-2012,0,21.2,0,9.3,0,5.3,0,0.0,1019.0,18.108
24-may-2012,0,21.1,0,8.7,0,3.6,0,0.0,1022.5,19.427
25-may-2012,0,21.6,0,10.4,0,6.4,0,0.0,1018.8,20.040
26-may-2012,0,21.5,0,12.3,0,6.8,0,0.0,1015.2,20.490
27-may-2012,0,21.4,0,11.2,0,6.2,0,0.0,1013.1,21.200
28-may-2012,0,22.8,0,10.5,0,7.2,0,0.0,1011.9,22.503
29-may-2012,0,17.4,0,8.6,0,3.1,0,0.0,1011.8,18.432
30-may-2012,0,20.1,0,10.0,0,5.2,0,1.9,1011.6,17.595
31-may-2012,0,17.6,0,12.1,0,11.8,0,4.9,1012.8,17.483
01-jun-2012,0,18.2,0,12.4,0,14.0,0,0.7,1013.4,17.722
02-jun-2012,0,16.2,0,11.4,0,11.6,0,11.8,1006.5,16.542
03-jun-2012,0,11.4,0,7.9,0,9.8,0,18.7,1004.4,12.855
04-jun-2012,0,14.1,0,7.3,0,5.8,0,0.0,1011.4,15.323
05-jun-2012,0,13.4,0,7.6,0,6.1,0,1.9,1002.1,14.090
06-jun-2012,0,19.0,0,10.7,0,11.8,0,1.2,992.7,16.380
07-jun-2012,0,14.1,0,10.5,0,8.3,0,18.0,984.9,14.215
08-jun-2012,0,13.1,0,8.7,0,12.5,0,16.2,988.8,13.610
09-jun-2012,0,17.9,0,8.1,0,9.2,0,0.4,1001.8,14.738
10-jun-2012,0,17.7,0,7.1,0,4.7,0,0.0,1002.5,16.177
11-jun-2012,0,17.7,0,10.8,0,10.6,0,0.0,1001.7,18.760
12-jun-2012,0,14.1,0,9.4,0,9.6,0,2.4,1006.0,16.370
13-jun-2012,0,14.6,0,8.9,0,9.0,0,1.9,1009.0,15.130
14-jun-2012,0,14.7,0,10.6,0,7.2,0,13.0,1002.6,14.337
15-jun-2012,0,16.4,0,11.2,0,11.1,0,3.0,992.3,14.387
16-jun-2012,0,16.0,0,10.4,0,10.3,0,7.4,995.7,15.470
17-jun-2012,0,15.1,0,8.1,0,9.1,0,0.6,1007.6,15.587
18-jun-2012,0,17.3,0,6.2,0,3.2,0,4.2,1009.1,15.585
19-jun-2012,0,18.8,0,6.4,0,3.0,0,0.0,1010.7,16.295
20-jun-2012,0,17.1,0,7.2,0,4.5,0,2.1,1008.2,17.608
21-jun-2012,0,15.7,0,10.5,0,12.1,0,12.9,999.3,15.985
22-jun-2012,0,16.5,0,10.1,0,12.3,0,8.3,1000.6,15.198
23-jun-2012,0,17.7,0,10.2,0,8.3,0,1.2,1006.2,15.340
24-jun-2012,0,19.1,0,9.7,0,11.6,0,3.9,1007.1,17.265
25-jun-2012,0,16.8,0,8.1,0,6.4,0,0.0,1012.0,16.770
26-jun-2012,0,23.0,0,12.6,0,10.5,0,0.0,1010.2,18.233
27-jun-2012,0,23.8,0,15.2,0,14.0,0,12.2,1006.5,20.475
28-jun-2012,0,21.9,0,13.7,0,14.1,0,17.1,995.5,20.045
29-jun-2012,0,20.6,0,13.0,0,11.1,0,0.8,989.2,19.615
30-jun-2012,0,15.8,0,10.0,0,12.1,0,4.6,997.1,18.288
01-jul-2012,0,17.3,0,10.3,0,7.4,0,0.7,1002.8,17.148
02-jul-2012,0,20.8,0,13.8,0,13.2,0,4.0,1001.6,18.302
03-jul-2012,0,17.4,0,13.4,0,10.6,0,2.6,1000.4,17.432
04-jul-2012,0,19.7,0,11.7,0,13.2,0,3.8,1000.4,17.965
05-jul-2012,0,20.3,0,10.3,0,5.9,0,0.0,1004.3,18.387
