Station Name: PHOENIX PARK
Station Height: 48 M 
Latitude:53.364  ,Longitude: -6.350


date:  -  00 to 00 utc
rain:  -  Precipitation Amount (mm)
maxtp: -  Maximum Air Temperature (C)	  
mintp: -  Minimum  Air Temperature (C)
gmin:  -  09utc Grass Minimum Temperature (C)
soil:  -  Mean 10cm soil temperature (C)
cbl:   -  Mean CBL Pressure (hpa)
ind:   -  Indicator (i)

date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
21-jul-2008,0,19.8,0,7.0,0,2.8,0,0.0,1020.5,18.802
22-jul-2008,0,21.2,0,14.4,0,13.9,0,0.0,1019.7,20.645
23-jul-2008,0,21.2,0,13.8,0,11.2,0,0.0,1016.4,21.713
24-jul-2008,0,20.7,0,14.1,0,13.2,0,0.1,1009.4,20.705
25-jul-2008,0,21.9,0,15.7,0,14.9,0,1.3,1004.3,19.987
26-jul-2008,0,21.6,0,13.2,0,10.6,0,0.0,1009.5,20.580
27-jul-2008,0,22.1,0,11.4,0,7.8,0,0.0,1011.8,21.683
28-jul-2008,0,23.3,0,13.4,0,9.8,0,1.3,1007.6,22.583
29-jul-2008,0,21.6,0,14.8,0,14.6,0,7.2,1001.5,22.370
30-jul-2008,0,22.2,0,14.2,0,13.0,0,11.0,1003.0,21.458
31-jul-2008,0,18.4,0,13.2,0,14.2,0,6.0,1000.4,19.308
01-aug-2008,0,20.5,0,10.3,0,6.7,0,6.4,999.0,18.177
02-aug-2008,0,20.5,0,12.6,0,8.9,0,7.3,1002.6,19.480
03-aug-2008,0,19.1,0,13.4,0,11.0,0,1.1,1001.4,19.712
04-aug-2008,0,20.0,0,13.5,0,10.2,0,0.1,1003.0,19.510
05-aug-2008,0,17.8,0,13.7,0,12.4,0,8.6,1002.7,18.368
06-aug-2008,0,21.6,0,13.9,0,14.1,0,22.4,999.7,18.698
07-aug-2008,0,18.5,0,12.4,0,9.5,0,2.6,1002.0,18.103
08-aug-2008,0,18.2,0,11.2,0,11.8,0,0.2,1007.8,18.775
09-aug-2008,0,22.3,0,12.9,0,9.2,0,58.7,997.8,19.075
10-aug-2008,0,19.2,0,12.4,0,10.1,0,0.4,991.4,18.925
11-aug-2008,0,19.6,0,12.4,0,10.5,0,9.5,987.6,18.900
12-aug-2008,0,17.1,0,9.8,0,11.6,0,30.7,982.0,18.030
13-aug-2008,0,19.8,0,8.8,0,5.8,0,2.6,992.3,17.225
14-aug-2008,0,20.0,0,9.8,0,7.3,0,0.0,1003.7,18.245
15-aug-2008,0,18.5,0,11.1,0,7.0,0,0.6,1003.3,18.010
16-aug-2008,0,16.2,0,11.6,0,12.1,0,16.6,994.6,16.655
17-aug-2008,0,18.9,0,11.5,0,9.6,0,2.2,992.6,17.638
18-aug-2008,0,19.8,0,13.1,0,12.1,0,6.5,986.9,17.650
19-aug-2008,0,19.4,0,12.7,0,10.4,0,1.0,994.6,18.230
20-aug-2008,0,18.6,0,13.2,0,12.2,0,3.5,1001.9,18.630
21-aug-2008,0,20.2,0,10.4,0,13.1,0,1.0,1007.2,18.888
22-aug-2008,0,17.8,0,9.9,0,6.9,0,0.0,1011.8,17.920
23-aug-2008,0,17.2,0,8.5,0,5.7,0,3.5,1004.1,16.312
24-aug-2008,0,20.2,0,11.0,0,7.6,0,0.1,998.3,18.160
25-aug-2008,0,18.9,0,14.3,0,12.6,0,1.4,1002.2,18.040
26-aug-2008,0,20.5,0,14.9,0,14.1,0,0.0,1009.3,18.475
27-aug-2008,0,18.5,0,15.3,0,13.8,0,0.1,1013.2,18.130
28-aug-2008,0,22.2,0,14.8,0,14.4,0,0.2,1014.3,18.903
29-aug-2008,0,18.5,0,13.9,0,12.5,0,0.0,1012.8,18.942
30-aug-2008,0,18.3,0,11.5,0,9.2,0,0.0,1008.0,17.568
31-aug-2008,0,18.7,0,11.4,0,8.6,0,0.1,1004.2,17.495
01-sep-2008,0,18.4,0,9.4,0,8.3,0,3.8,999.3,17.235
02-sep-2008,0,17.4,0,8.2,0,5.3,0,4.4,992.1,15.983
03-sep-2008,0,17.2,0,8.6,0,5.2,0,9.1,989.1,14.958
04-sep-2008,0,17.3,0,9.2,0,6.2,0,0.1,989.4,16.138
05-sep-2008,0,15.7,0,8.8,0,6.2,0,45.6,985.0,14.802
06-sep-2008,0,15.3,0,9.4,0,11.8,0,7.3,993.1,15.233
07-sep-2008,0,18.0,0,6.8,0,3.4,0,0.0,1003.5,15.062
08-sep-2008,0,18.2,0,8.9,0,7.2,0,0.0,1004.5,16.077
09-sep-2008,0,19.5,0,10.7,0,12.3,0,7.4,996.4,16.920
10-sep-2008,0,17.7,0,9.1,0,5.2,0,2.1,993.4,14.760
11-sep-2008,0,17.8,0,9.9,0,10.3,0,1.7,994.4,15.700
12-sep-2008,0,20.3,0,10.3,0,6.6,0,2.5,1006.7,16.260
13-sep-2008,0,19.5,0,9.1,0,7.5,0,0.1,1013.6,16.465
14-sep-2008,0,16.4,0,11.8,0,9.5,0,12.0,1015.9,16.182
15-sep-2008,0,16.0,0,11.4,0,12.1,0,5.5,1016.4,16.003
16-sep-2008,0,14.1,0,11.3,0,9.6,0,3.4,1017.7,15.050
17-sep-2008,0,14.3,0,8.0,0,5.4,0,0.1,1017.0,14.860
18-sep-2008,0,18.4,0,6.7,0,4.2,0,0.9,1016.7,15.352
19-sep-2008,0,17.0,0,12.1,0,11.8,0,0.0,1020.4,16.502
20-sep-2008,0,20.9,0,9.6,0,12.8,0,0.0,1022.2,17.837
21-sep-2008,0,18.5,0,7.8,0,5.3,0,0.0,1021.9,15.548
22-sep-2008,0,16.0,0,6.7,0,3.7,0,0.0,1024.8,15.190
23-sep-2008,0,14.7,0,4.8,0,2.3,0,0.0,1024.3,13.600
24-sep-2008,0,15.9,0,5.2,0,2.3,0,0.0,1024.8,12.845
25-sep-2008,0,17.8,0,7.0,0,4.1,0,0.0,1027.9,14.193
26-sep-2008,0,18.7,0,7.0,0,3.8,0,0.0,1028.4,13.808
27-sep-2008,0,17.8,0,6.4,0,2.1,0,0.0,1025.1,13.560
28-sep-2008,0,15.8,0,7.8,0,10.0,0,0.2,1021.6,15.225
29-sep-2008,0,14.4,0,7.4,0,3.6,0,0.9,1012.6,13.275
30-sep-2008,0,15.1,0,10.4,0,11.0,0,6.2,998.9,14.155
01-oct-2008,0,12.9,0,5.1,0,5.8,0,1.3,995.4,12.730
02-oct-2008,0,11.8,0,3.5,0,-0.4,0,0.1,1003.8,10.230
03-oct-2008,0,11.7,0,2.6,0,-1.8,0,0.1,1011.6,9.727
04-oct-2008,0,15.8,0,7.5,0,4.1,0,18.2,999.8,11.743
05-oct-2008,0,13.2,0,2.8,0,3.5,0,4.5,996.6,11.562
06-oct-2008,0,17.5,0,2.5,0,-1.0,0,0.2, ,10.608
07-oct-2008,0,14.3,0,7.1,0,10.0,0,13.8,996.9,12.528
08-oct-2008,0,16.3,0,5.7,0,1.2,0,0.1,1011.9,10.850
09-oct-2008,0,15.4,0,5.5,0,0.9,0,0.4,1016.2,10.448
10-oct-2008,0,16.6,0,11.0,0,12.7,0,11.6,1013.2,13.785
11-oct-2008,0,15.5,0,7.0,0,7.5,0,0.0,1016.1,13.215
12-oct-2008,0,15.9,0,3.7,0,0.5,0,0.0,1013.8,10.835
13-oct-2008,0,17.6,0,9.2,0,6.7,0,0.0,1010.2,12.925
14-oct-2008,0,12.6,0,7.4,0,6.8,0,18.2,1009.7,12.185
15-oct-2008,0,13.8,0,5.6,0,4.2,0,2.8,1006.6,11.235
16-oct-2008,0,12.9,0,4.6,0,0.5,0,0.1,1011.3,9.212
17-oct-2008,0,13.5,0,4.7,0,0.1,0,0.0,1012.9,9.065
18-oct-2008,0,14.7,0,7.3,0,2.2,0,0.4,1009.6,9.693
19-oct-2008,0,15.1,0,9.9,0,6.1,0,0.1,1000.3,11.148
20-oct-2008,0,14.9,0,5.7,0,7.6,0,1.9,992.9,11.015
21-oct-2008,0,11.6,0,3.8,0,-0.1,0,0.1,1002.7,8.168
22-oct-2008,0,13.3,0,5.2,0,0.5,0,0.0,1010.5,8.441
23-oct-2008,0,15.4,0,7.3,0,7.5,0,6.6,1001.3,10.833
24-oct-2008,0,12.3,0,5.8,0,2.3,0,0.0,1012.2,8.773
25-oct-2008,0,13.8,0,9.2,0,4.9,0,10.5,1011.7,9.960
26-oct-2008,0,12.7,0,4.0,0,5.4,0,1.8,1006.7,10.180
27-oct-2008,0,9.4,0,1.7,0,-1.2,0,0.0,1007.6,6.486
28-oct-2008,0,5.6,0,-1.2,0,-2.9,0,0.0,1010.0,4.431
29-oct-2008,0,6.4,0,-1.0,0,-5.0,0,6.0,998.2,3.477
30-oct-2008,0,7.4,0,3.5,0,0.2,0,6.6,995.4,5.187
31-oct-2008,0,9.0,0,2.0,0,-0.7,0,0.0,1007.9,4.539
01-nov-2008,0,8.9,0,3.1,0,0.5,0,7.8,1011.2,5.199
02-nov-2008,0,11.3,0,1.4,0,-0.3,0,0.0,1015.2,5.663
03-nov-2008,0,11.6,0,0.3,0,-2.8,0,0.0,1015.3,5.294
04-nov-2008,0,10.7,0,6.6,0,1.8,0,0.0,1015.3,7.649
05-nov-2008,0,13.8,0,8.4,0,7.4,0,0.0,1015.2,9.307
06-nov-2008,0,11.6,0,7.9,0,7.0,0,0.3,1003.1,9.250
07-nov-2008,0,11.1,0,5.7,0,1.2,0,1.7,991.2,8.552
08-nov-2008,0,13.4,0,4.3,0,2.3,0,11.0,988.7,8.630
09-nov-2008,0,8.1,0,2.6,0,0.4,0,2.4,990.3,6.163
10-nov-2008,0,9.5,0,3.4,0,-0.1,0,1.4,988.6,5.328
11-nov-2008,0,10.1,0,4.0,0,2.2,0,1.1,998.0,5.599
12-nov-2008,0,8.8,0,2.9,0,-0.5,0,0.1,1011.4,4.252
13-nov-2008,0,12.4,0,8.5,0,1.1,0,6.9,1013.1,7.873
14-nov-2008,0,13.5,0,11.3,0,9.7,0,0.0,1015.0,10.020
15-nov-2008,0,12.6,0,9.4,0,9.3,0,0.7,1018.3,10.275
16-nov-2008,0,10.5,0,8.0,0,7.7,0,3.5,1025.5,9.712
17-nov-2008,0,11.7,0,8.4,0,7.5,0,1.6,1018.3,9.602
18-nov-2008,0,10.6,0,6.2,0,2.9,0,0.1,1015.9,8.648
19-nov-2008,0,12.1,0,6.9,0,4.0,0,0.0,1018.2,8.180
20-nov-2008,0,12.1,0,9.6,0,6.8,0,0.3,1014.4,9.507
21-nov-2008,0,10.4,0,5.5,0,5.0,0,2.5,1015.6,8.760
22-nov-2008,0,8.2,0,5.4,0,2.6,0,0.9,1013.7,7.655
23-nov-2008,0,10.4,0,2.7,0,4.0,0,2.3,998.1,6.979
24-nov-2008,0,7.6,0,1.5,0,0.4,0,5.2,1001.7,5.695
25-nov-2008,0,8.1,0,1.6,0,-3.4,0,0.2,1020.6,3.727
26-nov-2008,0,10.8,0,8.0,0,-2.2,0,0.5,1017.0,7.622
27-nov-2008,0,9.6,0,2.3,0,6.5,0,1.1,1002.7,6.582
28-nov-2008,0,5.0,0,-1.5,0,-4.4,0,0.0,992.5,2.471
29-nov-2008,0,0.6,0,-2.0,0,-4.6,0,0.0,992.0,1.713
30-nov-2008,0,3.0,0,-1.4,0,-3.0,0,0.0,997.6,1.902
01-dec-2008,0,4.9,0,-1.8,0,-5.6,0,0.0,1004.5,1.399
02-dec-2008,0,4.7,0,-0.3,0,-4.0,0,1.7,999.6,1.561
03-dec-2008,0,6.1,0,-2.4,0,-5.7,0,3.6,988.4,1.298
04-dec-2008,0,7.8,0,3.6,0,-5.2,0,6.3,973.7,2.809
05-dec-2008,0,6.8,0,0.9,0,-2.1,0,0.2,986.1,2.207
06-dec-2008,0,4.2,0,-3.1,0,-5.7,0,0.0,1010.0,1.227
07-dec-2008,0,7.6,0,-4.3,0,-6.9,0,0.0,1018.0,0.728
08-dec-2008,0,8.3,0,0.7,0,-5.8,0,4.2,1015.7,1.786
09-dec-2008,0,5.5,0,-0.1,0,-4.2,0,0.0,1020.5,1.258
10-dec-2008,0,2.7,0,-1.8,0,-4.1,0,0.0,1016.0,1.102
11-dec-2008,0,5.2,0,-2.9,0,-5.1,0,3.8,1007.2,1.234
12-dec-2008,0,10.8,0,0.0,0,-3.3,0,10.8,992.1,2.932
13-dec-2008,0,6.3,0,1.3,0,-1.3,0,0.1,983.3,3.237
14-dec-2008,0,4.1,0,1.3,0,-1.2,0,0.0,998.4,2.759
15-dec-2008,0,8.4,0,-0.4,0,-3.7,0,0.0,1011.6,2.394
16-dec-2008,0,11.4,0,4.4,0,-1.8,0,2.3,1004.4,4.953
17-dec-2008,0,10.9,0,2.1,0,-2.8,0,0.4,1006.7,3.568
18-dec-2008,0,11.6,0,3.9,0,-0.8,0,2.6,1009.0,6.371
19-dec-2008,0,11.6,0,3.2,0,-1.3,0,2.2,1010.5,4.659
20-dec-2008,0,12.3,0,7.7,0,4.3,0,7.3,1015.7,7.847
21-dec-2008,0,12.6,0,10.3,0,7.9,0,1.6,1020.8,8.670
22-dec-2008,0,11.8,0,5.0,0,9.3,0,0.2,1026.0,8.850
23-dec-2008,0,8.4,0,4.6,0,0.9,0,0.0,1027.8,6.835
24-dec-2008,0,9.8,0,6.2,0,1.2,0,0.0,1028.4,6.674
25-dec-2008,0,8.9,0,6.1,0,4.7,0,0.0,1029.5,6.794
26-dec-2008,0,7.1,0,0.0,0,3.7,0,0.0,1032.1,5.500
27-dec-2008,0,6.3,0,-2.2,0,-6.1,0,0.0,1030.2,2.534
28-dec-2008,0,6.8,0,2.4,0,-5.6,0,0.0,1024.8,2.782
29-dec-2008,0,4.5,0,1.6,0,-2.4,0,0.0,1021.6,2.260
30-dec-2008,0,4.9,0,2.6,0,-1.2,0,0.0,1022.2,2.724
31-dec-2008,0,6.2,0,-1.0,0,-5.3,0,0.0,1021.8,1.585
01-jan-2009,0,4.8,0,2.9,0,-4.7,0,0.0,1023.2,2.953
02-jan-2009,0,5.8,0,2.8,0,0.3,0,0.0,1024.9,3.143
03-jan-2009,0,4.7,0,0.9,0,1.5,0,0.0,1023.7,2.921
04-jan-2009,0,3.2,0,-2.3,0,-2.1,0,0.6,1018.8,2.562
05-jan-2009,0,5.4,0,-4.1,0,-6.8,0,0.4,1019.9,1.408
06-jan-2009,0,1.6,0,-4.5,0,-4.7,0,0.0,1022.9,1.160
07-jan-2009,0,2.6,0,-3.2,0,-7.4,0,0.0,1021.3,0.658
08-jan-2009,0,4.7,0,-2.8,0,-7.3,0,0.0,1021.5,0.382
09-jan-2009,0,7.1,0,-2.9,0,-7.6,0,0.0,1018.8,0.255
10-jan-2009,0,9.2,0,1.2,0,-6.8,0,0.1,1011.2,0.493
11-jan-2009,0,11.9,0,8.6,0,5.4,0,8.2,999.6,5.380
12-jan-2009,0,9.5,0,5.5,0,4.4,0,6.2,996.2,5.907
13-jan-2009,0,6.5,0,-0.5,0,0.8,0,2.3,1001.9,4.062
14-jan-2009,0,11.4,0,-1.8,0,-5.1,0,0.6,999.0,2.995
15-jan-2009,0,11.9,0,5.3,0,1.0,0,3.1,994.8,6.590
16-jan-2009,0,9.8,0,4.5,0,0.5,0,0.4,995.1,5.298
17-jan-2009,0,8.9,0,0.3,0,0.5,0,9.5,985.6,4.162
18-jan-2009,0,5.9,0,1.3,0,-0.5,0,2.3,981.1,2.530
19-jan-2009,0,5.7,0,1.5,0,-0.7,0,5.9,972.5,2.753
20-jan-2009,0,3.8,0,1.3,0,-0.4,0,2.5,980.9,1.783
21-jan-2009,0,10.0,0,0.8,0,-2.3,0,1.0,980.8,2.049
22-jan-2009,0,10.7,0,2.9,0,0.4,0,2.5,972.5,4.427
23-jan-2009,0,6.1,0,0.3,0,-2.2,0,0.0,972.5,2.605
24-jan-2009,0,8.1,0,1.1,0,-4.5,0,0.4,974.3,1.745
25-jan-2009,0,8.3,0,2.8,0,-1.0,0,3.8,970.8,3.254
26-jan-2009,0,8.3,0,0.6,0,-2.0,0,0.8,989.7,2.619
27-jan-2009,0,8.6,0,3.1,0,-1.9,0,2.9,1001.7,4.707
28-jan-2009,0,9.4,0,-0.7,0,-4.3,0,0.0,1006.2,2.576
29-jan-2009,0,9.7,0,1.3,0,-3.5,0,0.1,1001.5,4.033
30-jan-2009,0,11.2,0,6.3,0,6.0,0,1.7,996.9,6.418
31-jan-2009,0,6.8,0,5.3,0,4.5,0,1.7,1000.0,5.617
01-feb-2009,0,6.2,0,1.7,0,0.7,0,0.0,1005.5,3.366
02-feb-2009,0,3.4,0,-0.5,0,-4.4,0,7.6,998.6,2.005
03-feb-2009,0,3.0,0,0.2,0,-1.4,0,31.1,984.3,1.402
04-feb-2009,0,4.8,0,0.6,0,-0.2,0,15.5,985.9,1.715
05-feb-2009,0,1.8,0,-0.4,0,-1.3,0,6.5,989.0,1.222
06-feb-2009,0,3.7,0,-2.5,0,-5.7,0,0.0,992.6,0.775
07-feb-2009,0,4.8,0,-2.7,0,-4.7,0,0.0,996.5,0.595
08-feb-2009,0,4.3,0,-3.2,0,-5.7,0,5.4,995.0,0.578
09-feb-2009,0,3.7,0,-0.6,0,-4.5,0,0.0,989.3,0.600
10-feb-2009,0,6.5,0,-0.4,0,-2.4,0,0.0,999.6,0.706
11-feb-2009,0,6.0,0,0.7,0,-2.9,0,0.1,1014.8,1.136
12-feb-2009,0,8.5,0,0.2,0,-2.0,0,0.2,1019.2,2.435
13-feb-2009,0,9.3,0,5.2,0,1.0,0,0.7,1019.2,4.173
14-feb-2009,0,9.5,0,4.3,0,3.0,0,0.0,1020.8,4.911
15-feb-2009,0,11.4,0,6.5,0,3.2,0,0.0,1021.4,5.951
16-feb-2009,0,10.4,0,3.7,0,-0.3,0,0.0,1021.7,5.485
17-feb-2009,0,12.2,0,5.1,0,0.8,0,0.0,1023.3,6.265
18-feb-2009,0,8.8,0,5.4,0,3.6,0,0.0,1022.2,6.162
19-feb-2009,0,9.2,0,5.1,0,1.9,0,1.0,1023.5,6.003
20-feb-2009,0,10.0,0,1.4,0,-2.4,0,0.0,1026.8,5.709
21-feb-2009,0,11.0,0,4.5,0,0.6,0,0.0,1026.6,6.431
22-feb-2009,0,11.0,0,6.8,0,6.0,0,0.1,1024.6,7.844
23-feb-2009,0,13.4,0,5.0,0,4.1,0,0.0,1022.7,7.834
24-feb-2009,0,9.6,0,6.9,0,1.2,0,0.0,1022.5,7.502
25-feb-2009,0,10.9,0,4.1,0,2.5,0,0.2,1021.3,7.064
26-feb-2009,0,11.0,0,4.1,0,1.5,0,0.0,1017.5,6.384
27-feb-2009,0,10.9,0,7.8,0,7.1,0,0.0,1011.7,7.895
28-feb-2009,0,11.9,0,6.5,0,6.2,0,0.2,1004.5,8.205
01-mar-2009,0,9.8,0,3.2,0,-0.5,0,1.3,1004.2,6.949
02-mar-2009,0,10.9,0,2.3,0,-1.9,0,1.0,1007.2,5.619
03-mar-2009,0,8.1,0,0.0,0,2.1,0,4.0,989.7,5.697
04-mar-2009,0,5.5,0,-1.2,0,-3.8,0,0.0,976.7,3.977
05-mar-2009,0,9.4,0,-1.6,0,-5.6,0,0.1,989.0,4.151
06-mar-2009,0,9.8,0,-0.2,0,-4.0,0,0.2,999.4,4.651
07-mar-2009,0,14.6,0,4.8,0,3.0,0,3.2,996.3,7.648
08-mar-2009,0,6.4,0,1.6,0,0.4,0,2.3,995.3,5.818
09-mar-2009,0,9.5,0,2.5,0,0.4,0,3.0,1000.3,5.154
10-mar-2009,0,9.6,0,5.1,0,4.7,0,0.3,1004.6,7.038
11-mar-2009,0,15.2,0,6.6,0,2.2,0,0.0,1011.9,9.031
12-mar-2009,0,12.8,0,3.7,0,7.1,0,0.4,1012.4,9.487
13-mar-2009,0,10.9,0,3.3,0,0.8,0,0.4,1007.0,7.993
14-mar-2009,0,12.9,0,5.9,0,3.5,0,0.0,1010.7,8.438
15-mar-2009,0,13.0,0,6.0,0,2.1,0,0.0,1023.5,9.075
16-mar-2009,0,12.3,0,4.6,0,1.0,0,0.0,1025.9,9.138
17-mar-2009,0,13.7,0,5.3,0,6.9,0,0.0,1027.8,10.055
18-mar-2009,0,16.0,0,0.4,0,-3.2,0,0.0,1024.8,8.635
19-mar-2009,0,10.8,0,2.8,0,3.1,0,0.1,1022.2,8.995
20-mar-2009,0,14.9,0,3.5,0,-0.9,0,0.1,1023.5,8.602
21-mar-2009,0,13.4,0,3.0,0,-0.9,0,0.0,1028.1,7.814
22-mar-2009,0,12.6,0,3.7,0,-0.0,0,0.0,1027.3,7.702
23-mar-2009,0,11.0,0,3.2,0,4.2,0,0.5,1018.4,7.964
24-mar-2009,0,11.5,0,1.0,0,-3.0,0,0.6,1010.0,6.828
25-mar-2009,0,12.4,0,6.3,0,3.9,0,0.1,1001.8,8.863
26-mar-2009,0,10.4,0,3.2,0,6.8,0,2.4,995.6,9.642
27-mar-2009,0,9.9,0,2.9,0,0.9,0,0.8,991.3,7.708
28-mar-2009,0,8.3,0,-1.5,0,2.7,0,0.0,1000.4,6.961
29-mar-2009,0,10.7,0,-2.0,0,-5.5,0,0.0,1005.5,6.538
30-mar-2009,0,13.5,0,7.3,0,5.2,0,0.1,1011.2,9.435
31-mar-2009,0,15.6,0,7.6,0,4.1,0,0.0,1016.3,10.745
01-apr-2009,0,13.0,0,2.7,0,-0.7,0,0.0,1017.8,9.812
02-apr-2009,0,15.4,0,2.7,0,-1.4,0,0.0,1015.2,10.352
03-apr-2009,0,15.1,0,1.4,0,-2.8,0,6.2,1008.3,9.374
04-apr-2009,0,12.9,0,3.2,0,4.0,0,0.2,1011.1,10.760
05-apr-2009,0,13.2,0,0.9,0,-2.9,0,0.0,1012.2,9.071
06-apr-2009,0,9.4,0,5.4,0,5.6,0,2.5,1000.5,8.460
07-apr-2009,0,13.3,0,3.7,0,-1.0,0,2.4,987.3,8.361
08-apr-2009,0,15.0,0,5.4,0,3.2,0,0.8,990.2,10.020
09-apr-2009,0,13.6,0,8.4,0,6.3,0,0.3,992.1,10.500
10-apr-2009,0,12.9,0,3.1,0,4.3,0,1.1,993.7,11.493
11-apr-2009,0,14.4,0,0.3,0,-3.8,0,0.0,1003.0,10.734
12-apr-2009,0,15.4,0,2.3,0,-1.0,0,0.0,1007.2,11.378
13-apr-2009,0,10.0,0,6.6,0,2.7,0,2.4,1001.9,9.552
14-apr-2009,0,13.5,0,4.6,0,3.0,0,0.1,1002.0,10.630
15-apr-2009,0,10.5,0,5.6,0,0.7,0,11.2,1003.3,9.290
16-apr-2009,0,10.4,0,8.1,0,7.9,0,10.0,1003.8,9.448
17-apr-2009,0,10.7,0,7.7,0,7.2,0,3.3,1008.4,9.260
18-apr-2009,0,12.0,0,3.2,0,4.6,0,0.0,1014.9,10.920
19-apr-2009,0,14.7,0,1.8,0,-2.0,0,0.0,1019.5,11.078
20-apr-2009,0,16.6,0,4.2,0,0.3,0,0.0,1021.4,12.595
21-apr-2009,0,17.8,0,7.0,0,2.2,0,0.4,1020.9,13.275
22-apr-2009,0,15.5,0,6.3,0,4.2,0,0.0,1017.6,13.097
23-apr-2009,0,11.9,0,9.3,0,9.3,0,4.2,1010.2,12.748
24-apr-2009,0,12.3,0,8.5,0,7.0,0,8.4,1003.4,11.315
25-apr-2009,0,13.1,0,5.0,0,7.2,0,2.0,998.5,11.722
26-apr-2009,0,12.9,0,3.5,0,0.2,0,3.7,995.9,10.375
27-apr-2009,0,12.3,0,3.2,0,2.0,0,3.4,989.7,11.538
28-apr-2009,0,13.7,0,1.5,0,-2.2,0,0.0,996.1,11.343
29-apr-2009,0,12.4,0,8.0,0,7.6,0,7.3,997.7,11.825
30-apr-2009,0,15.8,0,6.4,0,8.4,0,1.4,1004.4,13.163
01-may-2009,0,16.5,0,5.7,0,2.4,0,1.6,1014.2,13.032
02-may-2009,0,15.7,0,5.1,0,0.4,0,1.0,1021.0,12.682
03-may-2009,0,13.5,0,3.3,0,-0.0,0,1.9,1022.4,13.170
04-may-2009,0,13.8,0,6.4,0,3.1,0,1.4,1018.8,12.305
05-may-2009,0,16.9,0,10.6,0,9.6,0,0.0,1012.6,14.355
06-may-2009,0,16.2,0,7.8,0,10.5,0,0.7,1005.3,14.112
07-may-2009,0,14.4,0,5.4,0,3.5,0,2.5,998.3,12.410
08-may-2009,0,14.5,0,5.3,0,3.2,0,1.0,999.1,12.597
09-may-2009,0,14.9,0,4.7,0,2.6,0,1.8,1006.4,13.278
10-may-2009,0,14.2,0,4.8,0,2.3,0,0.0,1014.3,14.190
11-may-2009,0,13.4,0,6.4,0,1.9,0,0.0,1018.8,13.943
12-may-2009,0,13.8,0,6.9,0,5.6,0,0.0,1017.3,13.185
13-may-2009,0,11.9,0,7.4,0,5.2,0,1.1,1010.3,11.885
14-may-2009,0,12.4,0,9.6,0,9.3,0,8.2,1002.3,12.890
15-may-2009,0,14.2,0,5.8,0,9.0,0,11.7,995.2,13.285
16-may-2009,0,13.8,0,5.4,0,3.2,0,4.1,988.9,12.477
17-may-2009,0,11.8,0,7.4,0,4.0,0,6.7,992.4,11.970
18-may-2009,0,15.1,0,8.2,0,5.1,0,9.6,996.3,13.400
19-may-2009,0,15.8,0,9.3,0,7.6,0,3.4,1004.3,14.142
20-may-2009,0,14.3,0,8.7,0,6.7,0,0.9,1008.2,14.517
21-may-2009,0,16.4,0,5.8,0,2.4,0,1.1,1007.6,15.320
22-may-2009,0,20.0,0,8.7,0,7.4,0,0.8,1007.2,16.185
23-may-2009,0,16.0,0,6.8,0,7.7,0,0.7,1010.0,15.860
24-may-2009,0,20.0,0,4.4,0,1.0,0,0.0,1013.3,16.695
25-may-2009,0,17.6,0,8.8,0,7.0,0,0.9,1009.8,16.655
26-may-2009,0,15.8,0,4.5,0,0.7,0,0.2,1010.8,16.105
27-may-2009,0,16.8,0,8.9,0,5.9,0,1.1,1011.8,15.475
28-may-2009,0,21.9,0,11.1,0,12.6,0,0.0,1021.5,18.335
29-may-2009,0,22.4,0,10.5,0,6.7,0,0.0,1022.0,19.507
30-may-2009,0,21.4,0,9.4,0,7.7,0,0.0,1019.8,20.073
31-may-2009,0,20.2,0,8.4,0,4.3,0,0.0,1022.1,20.062
01-jun-2009,0,22.9,0,9.4,0,6.1,0,0.0,1022.4,20.968
02-jun-2009,0,25.4,0,9.9,0,5.8,0,0.0,1021.2,21.993
03-jun-2009,0,17.6,0,9.3,0,8.3,0,0.0,1018.0,21.862
04-jun-2009,0,18.7,0,7.4,0,2.7,0,0.0,1012.8,20.888
05-jun-2009,0,15.6,0,7.1,0,6.5,0,0.0,1006.0,19.425
06-jun-2009,0,9.4,0,6.1,0,2.0,0,41.3,999.3,13.360
07-jun-2009,0,14.1,0,8.6,0,7.3,0,0.9,1000.1,14.597
08-jun-2009,0,13.7,0,9.8,0,7.5,0,0.0,1002.3,14.765
09-jun-2009,0,14.6,0,6.8,0,10.1,0,0.0,1004.8,16.355
10-jun-2009,0,16.9,0,5.5,0,2.0,0,1.4,1006.9,16.737
11-jun-2009,0,16.9,0,7.1,0,3.5,0,0.0,1011.8,17.272
12-jun-2009,0,15.0,0,6.2,0,1.7,0,0.7,1012.7,15.510
13-jun-2009,0,20.8,0,8.5,0,3.6,0,0.0,1010.4,18.317
14-jun-2009,0,20.4,0,8.3,0,3.8,0,0.0,1011.2,18.792
15-jun-2009,0,19.0,0,7.9,0,3.4,0,6.1,1011.0,17.708
16-jun-2009,0,22.5,0,7.7,0,3.8,0,1.0,1012.8,18.155
17-jun-2009,0,17.6,0,9.3,0,11.2,0,16.3,1006.0,17.650
18-jun-2009,0,17.9,0,8.7,0,5.0,0,0.2,1009.4,17.403
19-jun-2009,0,17.2,0,8.4,0,5.4,0,0.2,1015.2,16.757
20-jun-2009,0,17.9,0,11.0,0,10.1,0,0.2,1020.0,17.660
